name,desc,latitude,longitude
94002,"Belmont, CA | 350 vendas | mediana $860,000",37.5174,-122.2927
94528,"Diablo, CA | 10 vendas | mediana $1,867,500",37.8387,-121.9667
94530,"El Cerrito, CA | 341 vendas | mediana $621,000",37.9156,-122.2985
94531,"Antioch, CA | 1233 vendas | mediana $552,000",37.9658,-121.7758
94533,"Fairfield, CA | 1734 vendas | mediana $420,000",38.2671,-122.0357
94534,"Fairfield, CA | 1180 vendas | mediana $550,000",38.2423,-122.1314
94536,"Fremont, CA | 1139 vendas | mediana $624,000",37.5605,-121.9999
94537,"Fremont, CA | 1 vendas | mediana $658,000",37.6802,-121.9215
94538,"Fremont, CA | 969 vendas | mediana $544,500",37.5308,-121.9712
94539,"Fremont, CA | 754 vendas | mediana $782,000",37.5176,-121.9287
94541,"Hayward, CA | 956 vendas | mediana $520,000",37.674,-122.0894
94542,"Hayward, CA | 191 vendas | mediana $650,000",37.6586,-122.0472
94544,"Hayward, CA | 952 vendas | mediana $521,500",37.6374,-122.067
94545,"Hayward, CA | 587 vendas | mediana $568,000",37.6332,-122.0971
94546,"Castro Valley, CA | 613 vendas | mediana $585,000",37.7015,-122.0782
94547,"Hercules, CA | 711 vendas | mediana $577,000",38.0066,-122.2637
94548,"Knightsen, CA | 1 vendas | mediana $285,000",37.9726,-121.6652
94549,"Lafayette, CA | 322 vendas | mediana $979,000",37.8961,-122.1119
94550,"Livermore, CA | 1078 vendas | mediana $675,000",37.683,-121.763
94551,"Livermore, CA | 821 vendas | mediana $561,000",37.7526,-121.77
94552,"Castro Valley, CA | 213 vendas | mediana $798,000",37.7131,-122.0381
94553,"Martinez, CA | 831 vendas | mediana $516,000",37.9864,-122.135
94555,"Fremont, CA | 583 vendas | mediana $655,000",37.5735,-122.0469
94556,"Moraga, CA | 249 vendas | mediana $825,000",37.8437,-122.1242
94558,"Napa, CA | 1101 vendas | mediana $602,000",38.4549,-122.2564
94559,"Napa, CA | 432 vendas | mediana $526,250",38.2904,-122.2841
94560,"Newark, CA | 687 vendas | mediana $594,000",37.5368,-122.032
94561,"Oakley, CA | 949 vendas | mediana $468,000",37.994,-121.7036
94563,"Orinda, CA | 273 vendas | mediana $1,110,000",37.8787,-122.1728
94564,"Pinole, CA | 291 vendas | mediana $530,500",37.9969,-122.2875
94565,"Pittsburg, CA | 2014 vendas | mediana $435,000",38.0031,-121.9172
94566,"Pleasanton, CA | 704 vendas | mediana $853,750",37.6658,-121.8755
94567,"Pope Valley, CA | 10 vendas | mediana $330,000",38.6152,-122.4278
94568,"Dublin, CA | 1287 vendas | mediana $615,000",37.7166,-121.9226
94569,"Port Costa, CA | 1 vendas | mediana $535,000",38.046,-122.1866
94571,"Rio Vista, CA | 496 vendas | mediana $390,000",38.1637,-121.7016
94572,"Rodeo, CA | 144 vendas | mediana $502,500",38.0307,-122.2581
94574,"Saint Helena, CA | 97 vendas | mediana $795,000",38.5138,-122.4619
94577,"San Leandro, CA | 644 vendas | mediana $536,000",37.7205,-122.1587
94578,"San Leandro, CA | 549 vendas | mediana $504,500",37.7024,-122.124
94579,"San Leandro, CA | 266 vendas | mediana $560,000",37.6892,-122.1507
94580,"San Lorenzo, CA | 412 vendas | mediana $535,000",37.6787,-122.1295
94582,"San Ramon, CA | 1325 vendas | mediana $948,000",37.7636,-121.9155
94583,"San Ramon, CA | 738 vendas | mediana $735,000",37.7562,-121.9522
94585,"Suisun City, CA | 746 vendas | mediana $425,000",38.2408,-122.042
94586,"Sunol, CA | 10 vendas | mediana $752,500",37.6094,-121.8986
94587,"Union City, CA | 1105 vendas | mediana $600,000",37.5895,-122.0497
94588,"Pleasanton, CA | 564 vendas | mediana $715,000",37.6873,-121.8957
94589,"Vallejo, CA | 880 vendas | mediana $389,000",38.1582,-122.2804
94590,"Vallejo, CA | 856 vendas | mediana $384,500",38.1053,-122.2474
94591,"Vallejo, CA | 1380 vendas | mediana $509,000",38.0985,-122.2124
94592,"Vallejo, CA | 125 vendas | mediana $679,000",38.0968,-122.2699
94595,"Walnut Creek, CA | 389 vendas | mediana $600,000",37.8753,-122.0703
94596,"Walnut Creek, CA | 320 vendas | mediana $603,250",37.9053,-122.0549
94597,"Walnut Creek, CA | 386 vendas | mediana $637,250",37.9182,-122.0717
94598,"Walnut Creek, CA | 422 vendas | mediana $783,000",37.9194,-122.0259
94599,"Yountville, CA | 26 vendas | mediana $859,000",38.4016,-122.3608
94601,"Oakland, CA | 601 vendas | mediana $460,000",37.7806,-122.2166
94602,"Oakland, CA | 448 vendas | mediana $591,500",37.8011,-122.2104
94603,"Oakland, CA | 612 vendas | mediana $395,000",37.7402,-122.171
94605,"Oakland, CA | 794 vendas | mediana $455,000",37.7641,-122.1633
94606,"Oakland, CA | 295 vendas | mediana $496,000",37.7957,-122.2429
94607,"Oakland, CA | 333 vendas | mediana $425,000",37.8071,-122.2851
94608,"Emeryville, CA | 726 vendas | mediana $455,000",37.8365,-122.2804
94609,"Oakland, CA | 291 vendas | mediana $579,000",37.8361,-122.2637
94610,"Oakland, CA | 438 vendas | mediana $572,500",37.8126,-122.2443
94611,"Oakland, CA | 649 vendas | mediana $800,000",37.8471,-122.2223
94612,"Oakland, CA | 196 vendas | mediana $454,250",37.8085,-122.2668
94615,"Oakland, CA | 2 vendas | mediana $515,000",37.8067,-122.3004
94618,"Oakland, CA | 267 vendas | mediana $850,000",37.8431,-122.2402
94619,"Oakland, CA | 395 vendas | mediana $550,000",37.7878,-122.1884
94621,"Oakland, CA | 535 vendas | mediana $380,000",37.7589,-122.1853
94702,"Berkeley, CA | 195 vendas | mediana $605,000",37.8656,-122.2851
94703,"Berkeley, CA | 189 vendas | mediana $645,000",37.863,-122.2749
94704,"Berkeley, CA | 65 vendas | mediana $625,000",37.8664,-122.257
94705,"Berkeley, CA | 128 vendas | mediana $917,750",37.8571,-122.25
94706,"Albany, CA | 241 vendas | mediana $580,000",37.89,-122.2954
94707,"Berkeley, CA | 147 vendas | mediana $901,000",37.8927,-122.2761
94708,"Berkeley, CA | 171 vendas | mediana $855,000",37.8918,-122.2604
94709,"Berkeley, CA | 81 vendas | mediana $685,000",37.8784,-122.2655
94710,"Berkeley, CA | 81 vendas | mediana $575,000",37.8696,-122.2959
94801,"Richmond, CA | 674 vendas | mediana $400,000",37.94,-122.362
94803,"El Sobrante, CA | 442 vendas | mediana $508,500",37.9693,-122.2901
94804,"Richmond, CA | 925 vendas | mediana $425,000",37.9265,-122.3342
94805,"Richmond, CA | 280 vendas | mediana $484,000",37.9417,-122.3238
94806,"San Pablo, CA | 1100 vendas | mediana $452,500",37.9724,-122.3369
94901,"San Rafael, CA | 393 vendas | mediana $815,000",37.9691,-122.5105
94903,"San Rafael, CA | 463 vendas | mediana $730,000",38.0339,-122.5855
94904,"Greenbrae, CA | 164 vendas | mediana $1,279,500",37.9479,-122.5363
94913,"San Rafael, CA | 1 vendas | mediana $250,000",37.9735,-122.5311
94920,"Belvedere Tiburon, CA | 199 vendas | mediana $1,775,000",37.8843,-122.4637
94922,"Bodega, CA | 2 vendas | mediana $1,065,000",38.3514,-122.9741
94923,"Bodega Bay, CA | 89 vendas | mediana $835,000",38.3309,-123.0373
94924,"Bolinas, CA | 13 vendas | mediana $945,000",37.9079,-122.6947
94925,"Corte Madera, CA | 142 vendas | mediana $925,000",37.9223,-122.5132
94928,"Rohnert Park, CA | 626 vendas | mediana $495,000",38.347,-122.6941
94929,"Dillon Beach, CA | 8 vendas | mediana $655,000",38.2508,-122.9653
94930,"Fairfax, CA | 87 vendas | mediana $718,000",37.9883,-122.5937
94931,"Cotati, CA | 227 vendas | mediana $510,000",38.3259,-122.7048
94933,"Forest Knolls, CA | 6 vendas | mediana $665,000",38.0122,-122.6907
94937,"Inverness, CA | 23 vendas | mediana $810,000",38.1126,-122.8877
94938,"Lagunitas, CA | 6 vendas | mediana $701,500",38.0139,-122.7016
94939,"Larkspur, CA | 83 vendas | mediana $1,175,000",37.9367,-122.5362
94941,"Mill Valley, CA | 443 vendas | mediana $995,000",37.8958,-122.5339
94945,"Novato, CA | 259 vendas | mediana $749,000",38.1163,-122.5714
94946,"Nicasio, CA | 5 vendas | mediana $1,015,000",38.0546,-122.6964
94947,"Novato, CA | 421 vendas | mediana $679,000",38.0973,-122.5837
94949,"Novato, CA | 472 vendas | mediana $818,750",38.0618,-122.5404
94951,"Penngrove, CA | 44 vendas | mediana $850,000",38.3153,-122.6483
94952,"Petaluma, CA | 417 vendas | mediana $639,000",38.2403,-122.6777
94954,"Petaluma, CA | 582 vendas | mediana $600,000",38.2507,-122.6155
94956,"Point Reyes Station, CA | 9 vendas | mediana $750,000",38.0691,-122.8069
94957,"Ross, CA | 13 vendas | mediana $2,575,000",37.9624,-122.555
94960,"San Anselmo, CA | 200 vendas | mediana $897,500",37.9846,-122.5711
94963,"San Geronimo, CA | 3 vendas | mediana $435,000",38.0133,-122.6639
94964,"San Quentin, CA | 1 vendas | mediana $775,000",37.9416,-122.4844
94965,"Sausalito, CA | 155 vendas | mediana $780,000",37.8601,-122.4946
94970,"Stinson Beach, CA | 17 vendas | mediana $1,435,000",37.902,-122.6393
94973,"Woodacre, CA | 10 vendas | mediana $760,000",38.0069,-122.6382
95002,"Alviso, CA | 1 vendas | mediana $665,000",37.426,-121.9736
95008,"Campbell, CA | 686 vendas | mediana $655,000",37.2803,-121.9539
95014,"Cupertino, CA | 720 vendas | mediana $929,000",37.318,-122.0449
95020,"Gilroy, CA | 1039 vendas | mediana $680,000",37.0139,-121.5773
95030,"Los Gatos, CA | 192 vendas | mediana $1,382,500",37.2296,-121.9834
95032,"Los Gatos, CA | 449 vendas | mediana $880,000",37.2417,-121.9554
95033,"Los Gatos, CA | 64 vendas | mediana $749,500",37.1539,-121.9816
95035,"Milpitas, CA | 994 vendas | mediana $605,000",37.4352,-121.895
95036,"Milpitas, CA | 1 vendas | mediana $460,500",37.424,-121.906
95037,"Morgan Hill, CA | 872 vendas | mediana $735,000",37.1353,-121.6501
95046,"San Martin, CA | 85 vendas | mediana $950,000",37.0911,-121.5999
95050,"Santa Clara, CA | 476 vendas | mediana $611,500",37.3492,-121.953
95051,"Santa Clara, CA | 780 vendas | mediana $621,750",37.3483,-121.9844
95054,"Santa Clara, CA | 604 vendas | mediana $710,500",37.3924,-121.9623
95070,"Saratoga, CA | 445 vendas | mediana $1,350,000",37.2713,-122.0227
95076,"Watsonville, CA | 1 vendas | mediana $1,075,000",36.9102,-121.7569
95110,"San Jose, CA | 492 vendas | mediana $465,000",37.3391,-121.9016
95111,"San Jose, CA | 880 vendas | mediana $545,000",37.2827,-121.8265
95112,"San Jose, CA | 687 vendas | mediana $540,000",37.3476,-121.887
95113,"San Jose, CA | 3 vendas | mediana $804,500",37.3329,-121.8916
95116,"San Jose, CA | 697 vendas | mediana $487,000",37.3518,-121.8508
95117,"San Jose, CA | 302 vendas | mediana $691,500",37.3108,-121.9623
95118,"San Jose, CA | 536 vendas | mediana $650,000",37.2568,-121.8896
95119,"San Jose, CA | 178 vendas | mediana $650,000",37.2329,-121.7875
95120,"San Jose, CA | 563 vendas | mediana $916,000",37.2144,-121.8574
95121,"San Jose, CA | 620 vendas | mediana $600,000",37.3042,-121.8099
95122,"San Jose, CA | 761 vendas | mediana $550,000",37.3293,-121.8339
95123,"San Jose, CA | 1353 vendas | mediana $585,000",37.2458,-121.8306
95124,"San Jose, CA | 779 vendas | mediana $700,000",37.2563,-121.9229
95125,"San Jose, CA | 1038 vendas | mediana $731,750",37.296,-121.8939
95126,"San Jose, CA | 434 vendas | mediana $585,000",37.3249,-121.9153
95127,"San Jose, CA | 966 vendas | mediana $575,000",37.3692,-121.8208
95128,"San Jose, CA | 426 vendas | mediana $620,000",37.3163,-121.9356
95129,"San Jose, CA | 492 vendas | mediana $755,000",37.3066,-122.0002
95130,"San Jose, CA | 207 vendas | mediana $710,000",37.2886,-121.9818
95131,"San Jose, CA | 545 vendas | mediana $639,000",37.3864,-121.88
95132,"San Jose, CA | 618 vendas | mediana $645,000",37.4031,-121.8585
95133,"San Jose, CA | 428 vendas | mediana $537,000",37.3729,-121.856
95134,"San Jose, CA | 116 vendas | mediana $559,000",37.4087,-121.9406
95135,"San Jose, CA | 479 vendas | mediana $685,000",37.2974,-121.7562
95136,"San Jose, CA | 831 vendas | mediana $625,000",37.2685,-121.849
95138,"San Jose, CA | 579 vendas | mediana $993,000",37.2602,-121.7709
95139,"San Jose, CA | 129 vendas | mediana $625,000",37.2252,-121.7687
95141,"San Jose, CA | 1 vendas | mediana $710,000",37.3394,-121.895
95148,"San Jose, CA | 697 vendas | mediana $705,000",37.3304,-121.7913
95219,"Stockton, CA | 1 vendas | mediana $335,000",38.01,-121.3698
95401,"Santa Rosa, CA | 640 vendas | mediana $477,750",38.4432,-122.7547
95403,"Santa Rosa, CA | 728 vendas | mediana $534,500",38.4822,-122.7473
95404,"Santa Rosa, CA | 684 vendas | mediana $612,000",38.4405,-122.7144
95405,"Santa Rosa, CA | 381 vendas | mediana $540,000",38.4386,-122.6727
95407,"Santa Rosa, CA | 579 vendas | mediana $515,000",38.4089,-122.7339
95409,"Santa Rosa, CA | 589 vendas | mediana $598,000",38.4592,-122.6393
95412,"Annapolis, CA | 5 vendas | mediana $430,000",38.7026,-123.3539
95419,"Camp Meeker, CA | 3 vendas | mediana $450,000",38.425,-122.9485
95421,"Cazadero, CA | 35 vendas | mediana $387,500",38.5918,-123.1965
95425,"Cloverdale, CA | 277 vendas | mediana $509,500",38.7931,-123.0074
95428,"Covelo, CA | 1 vendas | mediana $375,000",39.82,-123.0585
95430,"Duncans Mills, CA | 6 vendas | mediana $314,500",38.4538,-123.055
95436,"Forestville, CA | 90 vendas | mediana $412,500",38.4923,-122.9042
95439,"Fulton, CA | 5 vendas | mediana $660,000",38.4947,-122.7761
95441,"Geyserville, CA | 18 vendas | mediana $602,500",38.7173,-122.8834
95442,"Glen Ellen, CA | 39 vendas | mediana $663,000",38.3662,-122.5196
95444,"Graton, CA | 13 vendas | mediana $499,000",38.4335,-122.8676
95446,"Guerneville, CA | 180 vendas | mediana $376,000",38.5055,-122.9965
95448,"Healdsburg, CA | 229 vendas | mediana $590,000",38.6184,-122.862
95450,"Jenner, CA | 9 vendas | mediana $625,000",38.4987,-123.1974
95452,"Kenwood, CA | 24 vendas | mediana $962,500",38.4168,-122.5547
95462,"Monte Rio, CA | 44 vendas | mediana $435,000",38.4706,-123.0172
95465,"Occidental, CA | 12 vendas | mediana $775,000",38.4087,-122.9954
95471,"Rio Nido, CA | 16 vendas | mediana $330,000",38.521,-122.9769
95472,"Sebastopol, CA | 303 vendas | mediana $680,000",38.3941,-122.8433
95476,"Sonoma, CA | 633 vendas | mediana $645,000",38.2849,-122.4696
95480,"Stewarts Point, CA | 1 vendas | mediana $1,395,000",38.7082,-123.3478
95486,"Villa Grande, CA | 1 vendas | mediana $450,000",38.4741,-123.0242
95492,"Windsor, CA | 528 vendas | mediana $600,000",38.5443,-122.8073
95497,"The Sea Ranch, CA | 4 vendas | mediana $452,500",38.7256,-123.4675
95620,"Dixon, CA | 488 vendas | mediana $476,500",38.4403,-121.8088
95687,"Vacaville, CA | 1338 vendas | mediana $431,000",38.3482,-121.9538
95688,"Vacaville, CA | 618 vendas | mediana $466,250",38.3847,-121.9887
95694,"Winters, CA | 7 vendas | mediana $800,000",38.5322,-121.9676
95696,"Vacaville, CA | 2 vendas | mediana $530,250",38.43,-122.0168
